jid_b026324c6904b2a9cb4b88d6d61c81d1, 'tag', ['Rd k1, Areg', 'Rd k1, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1' ] 
jid_8080be1b4c8400a22c2ea6abd7a36b3c, 'tag', ['Rd k1, Areg', 'Rd k668, Breg', 'Add Areg, Breg, Creg', 'St Creg, k668' ] 
jid_a2adc34f28af2620174e56211728e033, 'tag', ['Rd k1, Areg', 'Rd k669, Breg', 'Add Areg, Breg, Creg', 'St Creg, k669' ] 
jid_97165927c71016c071457a0fbb2154f8, 'tag', ['Rd k1, Areg', 'Rd k670, Breg', 'Add Areg, Breg, Creg', 'St Creg, k670' ] 
jid_c820870d959a6bd7727bf1e392c612d1, 'tag', ['Rd k1, Areg', 'Rd k671, Breg', 'Add Areg, Breg, Creg', 'St Creg, k671' ] 
jid_422420d2c739e4b7aa07bce80cc0f463, 'tag', ['Rd k1, Areg', 'Rd k672, Breg', 'Add Areg, Breg, Creg', 'St Creg, k672' ] 
jid_70a1250386dce209ab8b9f19f7e999cc, 'tag', ['Rd k1, Areg', 'Rd k673, Breg', 'Add Areg, Breg, Creg', 'St Creg, k673' ] 
jid_3f250eff0f014241eff003ed58312111, 'tag', ['Rd k1, Areg', 'Rd k674, Breg', 'Add Areg, Breg, Creg', 'St Creg, k674' ] 
jid_691445205f2cd90d335a16abfc175798, 'tag', ['Rd k1, Areg', 'Rd k675, Breg', 'Add Areg, Breg, Creg', 'St Creg, k675' ] 
jid_2f0b1cf366e0c7a3025a955ad7e4143d, 'tag', ['Rd k1, Areg', 'Rd k676, Breg', 'Add Areg, Breg, Creg', 'St Creg, k676' ] 
jid_d0fe75fd3cb3d50a2a4744dbd3ed8c7d, 'tag', ['Rd k1, Areg', 'Rd k677, Breg', 'Add Areg, Breg, Creg', 'St Creg, k677' ] 
jid_a64c2e1710097b521c51e9008717e464, 'tag', ['Rd k1, Areg', 'Rd k678, Breg', 'Add Areg, Breg, Creg', 'St Creg, k678' ] 
jid_9605c996116832f02064a0ae452f694f, 'tag', ['Rd k1, Areg', 'Rd k679, Breg', 'Add Areg, Breg, Creg', 'St Creg, k679' ] 
jid_ed91d9556400d3ca1294a3c549416649, 'tag', ['Rd k1, Areg', 'Rd k680, Breg', 'Add Areg, Breg, Creg', 'St Creg, k680' ] 
jid_db6a9437d34fc4be02989bbbccb45873, 'tag', ['Rd k1, Areg', 'Rd k681, Breg', 'Add Areg, Breg, Creg', 'St Creg, k681' ] 
jid_f383ebf90f4e6a1adbb17f659c8bf3c6, 'tag', ['Rd k1, Areg', 'Rd k682, Breg', 'Add Areg, Breg, Creg', 'St Creg, k682' ] 
jid_a3790d8a142b19549d838c44ba880e6f, 'tag', ['Rd k1, Areg', 'Rd k683, Breg', 'Add Areg, Breg, Creg', 'St Creg, k683' ] 
jid_3377a764543e9bc7bc4591c2ec2d8347, 'tag', ['Rd k1, Areg', 'Rd k684, Breg', 'Add Areg, Breg, Creg', 'St Creg, k684' ] 
jid_72c35ee9fcbc07320cbfc09c2fa308dc, 'tag', ['Rd k1, Areg', 'Rd k685, Breg', 'Add Areg, Breg, Creg', 'St Creg, k685' ] 
jid_11d47d50e1091434af6b69eb6c4ad450, 'tag', ['Rd k1, Areg', 'Rd k686, Breg', 'Add Areg, Breg, Creg', 'St Creg, k686' ] 
jid_ccbada8f6c4cde02e8d4075ead60d32b, 'tag', ['Rd k1, Areg', 'Rd k687, Breg', 'Add Areg, Breg, Creg', 'St Creg, k687' ] 
jid_d1ca62983fb9a3d15d1f09530de99858, 'tag', ['Rd k1, Areg', 'Rd k688, Breg', 'Add Areg, Breg, Creg', 'St Creg, k688' ] 
jid_c671eeba8cc7b14f3d8e50e9f233e242, 'tag', ['Rd k1, Areg', 'Rd k689, Breg', 'Add Areg, Breg, Creg', 'St Creg, k689' ] 
jid_802d901185228e08fa09e7d2ee0c8d24, 'tag', ['Rd k1, Areg', 'Rd k690, Breg', 'Add Areg, Breg, Creg', 'St Creg, k690' ] 
jid_c5b795e212ab8a9061e23d042c70d082, 'tag', ['Rd k1, Areg', 'Rd k691, Breg', 'Add Areg, Breg, Creg', 'St Creg, k691' ] 
jid_5c94b391c313330a841d2aef16c8c929, 'tag', ['Rd k1, Areg', 'Rd k692, Breg', 'Add Areg, Breg, Creg', 'St Creg, k692' ] 
jid_087d72360e588012e0accf3c08c8928a, 'tag', ['Rd k1, Areg', 'Rd k693, Breg', 'Add Areg, Breg, Creg', 'St Creg, k693' ] 
jid_7ac2cdab3b1820b8c27a3a313a703a4a, 'tag', ['Rd k1, Areg', 'Rd k694, Breg', 'Add Areg, Breg, Creg', 'St Creg, k694' ] 
jid_95d9bd82ee4c7a104808805380c2a973, 'tag', ['Rd k1, Areg', 'Rd k695, Breg', 'Add Areg, Breg, Creg', 'St Creg, k695' ] 
jid_46a7cca16366fc9d6a92ee77d0f2ee9c, 'tag', ['Rd k1, Areg', 'Rd k696, Breg', 'Add Areg, Breg, Creg', 'St Creg, k696' ] 
jid_c8bd645c47e8c4d3a131b8b0c7929611, 'tag', ['Rd k1, Areg', 'Rd k697, Breg', 'Add Areg, Breg, Creg', 'St Creg, k697' ] 
jid_4db08e7659626477ab7b1e01baa4145c, 'tag', ['Rd k1, Areg', 'Rd k698, Breg', 'Add Areg, Breg, Creg', 'St Creg, k698' ] 
jid_aba3121d9a4398d318b708926dbf880d, 'tag', ['Rd k1, Areg', 'Rd k699, Breg', 'Add Areg, Breg, Creg', 'St Creg, k699' ] 
jid_03f846cd4d7de65ac5f80d87d45f183e, 'tag', ['Rd k1, Areg', 'Rd k700, Breg', 'Add Areg, Breg, Creg', 'St Creg, k700' ] 
jid_2286fab8e79a6b0cc69fef97b81f7191, 'tag', ['Rd k1, Areg', 'Rd k701, Breg', 'Add Areg, Breg, Creg', 'St Creg, k701' ] 
jid_ef2a0b437dfc14c517768aa8385e72ea, 'tag', ['Rd k1, Areg', 'Rd k702, Breg', 'Add Areg, Breg, Creg', 'St Creg, k702' ] 
jid_410bb6c0579b56251f72d4ed6e307d7d, 'tag', ['Rd k1, Areg', 'Rd k703, Breg', 'Add Areg, Breg, Creg', 'St Creg, k703' ] 
jid_d7d1bc76946dbc168aa4f03af3bae4db, 'tag', ['Rd k1, Areg', 'Rd k704, Breg', 'Add Areg, Breg, Creg', 'St Creg, k704' ] 
jid_4120dd7281c90b00b4195f8f1520b056, 'tag', ['Rd k1, Areg', 'Rd k705, Breg', 'Add Areg, Breg, Creg', 'St Creg, k705' ] 
jid_972f2c80334e1797d339a3e3925cfcec, 'tag', ['Rd k1, Areg', 'Rd k706, Breg', 'Add Areg, Breg, Creg', 'St Creg, k706' ] 
jid_2b3ed6c4c9493f7560e2d9220c5578c2, 'tag', ['Rd k1, Areg', 'Rd k707, Breg', 'Add Areg, Breg, Creg', 'St Creg, k707' ] 
jid_e88b204affbb7e386c2a9958c7dac7ab, 'tag', ['Rd k1, Areg', 'Rd k708, Breg', 'Add Areg, Breg, Creg', 'St Creg, k708' ] 
jid_03d645a84a6e81f077500c1d6eb33c01, 'tag', ['Rd k1, Areg', 'Rd k709, Breg', 'Add Areg, Breg, Creg', 'St Creg, k709' ] 
jid_63a5060ae60be54c548b22f85e50e533, 'tag', ['Rd k1, Areg', 'Rd k710, Breg', 'Add Areg, Breg, Creg', 'St Creg, k710' ] 
jid_bfe619457ca8be846536e6280d1fa559, 'tag', ['Rd k1, Areg', 'Rd k711, Breg', 'Add Areg, Breg, Creg', 'St Creg, k711' ] 
jid_27c86cfa8affd786152908d010438537, 'tag', ['Rd k1, Areg', 'Rd k712, Breg', 'Add Areg, Breg, Creg', 'St Creg, k712' ] 
jid_6fd13ac692b9b66cc6ab1b263728447a, 'tag', ['Rd k1, Areg', 'Rd k713, Breg', 'Add Areg, Breg, Creg', 'St Creg, k713' ] 
jid_76088a94e634d73680dc40cd8dc1bbf0, 'tag', ['Rd k1, Areg', 'Rd k714, Breg', 'Add Areg, Breg, Creg', 'St Creg, k714' ] 
jid_536070e7c8e2d8d66c638cdcac39dffa, 'tag', ['Rd k1, Areg', 'Rd k715, Breg', 'Add Areg, Breg, Creg', 'St Creg, k715' ] 
jid_2a1cdd580c590dc66cb6e7ace9ee5917, 'tag', ['Rd k1, Areg', 'Rd k716, Breg', 'Add Areg, Breg, Creg', 'St Creg, k716' ] 
jid_8915d2d97e99f58f372b62806ded677d, 'tag', ['Rd k1, Areg', 'Rd k717, Breg', 'Add Areg, Breg, Creg', 'St Creg, k717' ] 
jid_44b3497d6a652749a0296f61fef9ddb3, 'tag', ['Rd k1, Areg', 'Rd k718, Breg', 'Add Areg, Breg, Creg', 'St Creg, k718' ] 
jid_90b1db91cf19dbe0b560b99269f31341, 'tag', ['Rd k1, Areg', 'Rd k719, Breg', 'Add Areg, Breg, Creg', 'St Creg, k719' ] 
jid_f43bcb3fd4ee071fe0b293d8d3d5f422, 'tag', ['Rd k1, Areg', 'Rd k720, Breg', 'Add Areg, Breg, Creg', 'St Creg, k720' ] 
jid_a923225580531dd7ad3104bb50862928, 'tag', ['Rd k1, Areg', 'Rd k721, Breg', 'Add Areg, Breg, Creg', 'St Creg, k721' ] 
jid_f136b51b96a2a2ccefab9b82f1182d91, 'tag', ['Rd k1, Areg', 'Rd k722, Breg', 'Add Areg, Breg, Creg', 'St Creg, k722' ] 
jid_1f572dda8fe13085d157bda2f2e392c8, 'tag', ['Rd k1, Areg', 'Rd k723, Breg', 'Add Areg, Breg, Creg', 'St Creg, k723' ] 
jid_0f92ef0fdca8f36cc7f3deaca42e5795, 'tag', ['Rd k1, Areg', 'Rd k724, Breg', 'Add Areg, Breg, Creg', 'St Creg, k724' ] 
jid_5080a5938f37e7b03d3efb4237a1ef1b, 'tag', ['Rd k1, Areg', 'Rd k725, Breg', 'Add Areg, Breg, Creg', 'St Creg, k725' ] 
jid_b3b012a2d7e8a72352211c6852c48fbf, 'tag', ['Rd k1, Areg', 'Rd k726, Breg', 'Add Areg, Breg, Creg', 'St Creg, k726' ] 
jid_4acd566c769665b85a79f0e6119fda5d, 'tag', ['Rd k1, Areg', 'Rd k727, Breg', 'Add Areg, Breg, Creg', 'St Creg, k727' ] 
jid_74cb2774cec53fc481224f26aed6d050, 'tag', ['Rd k1, Areg', 'Rd k728, Breg', 'Add Areg, Breg, Creg', 'St Creg, k728' ] 
jid_b317a84ad2f6e6124c96a33de77c434f, 'tag', ['Rd k1, Areg', 'Rd k729, Breg', 'Add Areg, Breg, Creg', 'St Creg, k729' ] 
jid_8f0c7d038a2d69f9b436936dd52ba396, 'tag', ['Rd k1, Areg', 'Rd k730, Breg', 'Add Areg, Breg, Creg', 'St Creg, k730' ] 
jid_0d3409660212df6dd348cba17a6f58c3, 'tag', ['Rd k1, Areg', 'Rd k731, Breg', 'Add Areg, Breg, Creg', 'St Creg, k731' ] 
jid_a2ef60a97da72fbbcd66da60bc0faaf8, 'tag', ['Rd k1, Areg', 'Rd k732, Breg', 'Add Areg, Breg, Creg', 'St Creg, k732' ] 
jid_1271f730419cd56aa8300b13e791e66d, 'tag', ['Rd k1, Areg', 'Rd k733, Breg', 'Add Areg, Breg, Creg', 'St Creg, k733' ] 
jid_a450e79b62b997dfa1a886860aa483ee, 'tag', ['Rd k1, Areg', 'Rd k734, Breg', 'Add Areg, Breg, Creg', 'St Creg, k734' ] 
jid_300d2b9a6ac3859c1533c5ff7070d8ff, 'tag', ['Rd k1, Areg', 'Rd k735, Breg', 'Add Areg, Breg, Creg', 'St Creg, k735' ] 
jid_f199e58034b3a9bc051414a9148e0ebc, 'tag', ['Rd k1, Areg', 'Rd k736, Breg', 'Add Areg, Breg, Creg', 'St Creg, k736' ] 
jid_5b9ee2d1292f26bd1015a1f1ba6db7d8, 'tag', ['Rd k1, Areg', 'Rd k737, Breg', 'Add Areg, Breg, Creg', 'St Creg, k737' ] 
jid_4f9e9360edf14e1751f39e24eb4bbdeb, 'tag', ['Rd k1, Areg', 'Rd k738, Breg', 'Add Areg, Breg, Creg', 'St Creg, k738' ] 
jid_63f850a31877da4ef782f0735f4cdc73, 'tag', ['Rd k1, Areg', 'Rd k739, Breg', 'Add Areg, Breg, Creg', 'St Creg, k739' ] 
jid_951402c2cc21753ad10676f7852aa63f, 'tag', ['Rd k1, Areg', 'Rd k740, Breg', 'Add Areg, Breg, Creg', 'St Creg, k740' ] 
jid_fb69a746ba497a69ef57c1f704c8f4e3, 'tag', ['Rd k1, Areg', 'Rd k741, Breg', 'Add Areg, Breg, Creg', 'St Creg, k741' ] 
jid_0ebbca8033f16b6db3cf6a63c1ba9ef7, 'tag', ['Rd k1, Areg', 'Rd k742, Breg', 'Add Areg, Breg, Creg', 'St Creg, k742' ] 
jid_c738f300b874c7ff7bcd64f55af2eade, 'tag', ['Rd k1, Areg', 'Rd k743, Breg', 'Add Areg, Breg, Creg', 'St Creg, k743' ] 
jid_c706b6018f2f41ca4e6a362773393136, 'tag', ['Rd k1, Areg', 'Rd k744, Breg', 'Add Areg, Breg, Creg', 'St Creg, k744' ] 
jid_92d265305f3e07ab0068a8b1bb5e0ce7, 'tag', ['Rd k1, Areg', 'Rd k745, Breg', 'Add Areg, Breg, Creg', 'St Creg, k745' ] 
jid_3806287e9ac4d443e550007992ba2927, 'tag', ['Rd k1, Areg', 'Rd k746, Breg', 'Add Areg, Breg, Creg', 'St Creg, k746' ] 
jid_24dd32563c8c920d23476e3b8e51af63, 'tag', ['Rd k1, Areg', 'Rd k747, Breg', 'Add Areg, Breg, Creg', 'St Creg, k747' ] 
jid_36e7a50dde50ae54f4c079c7d9cbaa2b, 'tag', ['Rd k1, Areg', 'Rd k748, Breg', 'Add Areg, Breg, Creg', 'St Creg, k748' ] 
jid_9b2d16c6b78bbbb111c788e9c0d40d4e, 'tag', ['Rd k1, Areg', 'Rd k749, Breg', 'Add Areg, Breg, Creg', 'St Creg, k749' ] 
jid_bd15954f8df68823ae7e008bfbf4a2e8, 'tag', ['Rd k1, Areg', 'Rd k750, Breg', 'Add Areg, Breg, Creg', 'St Creg, k750' ] 
jid_fc8d550070b6c68e81209f23f0444bb4, 'tag', ['Rd k1, Areg', 'Rd k751, Breg', 'Add Areg, Breg, Creg', 'St Creg, k751' ] 
jid_e64d4a74e56b8d1fba58e518cce8bcf3, 'tag', ['Rd k1, Areg', 'Rd k752, Breg', 'Add Areg, Breg, Creg', 'St Creg, k752' ] 
jid_42135e7ff1dc1cd6150559602fc56d66, 'tag', ['Rd k1, Areg', 'Rd k753, Breg', 'Add Areg, Breg, Creg', 'St Creg, k753' ] 
jid_120da1009ccf9ba6a331e9990e648690, 'tag', ['Rd k1, Areg', 'Rd k754, Breg', 'Add Areg, Breg, Creg', 'St Creg, k754' ] 
jid_20979acb7c5ba527a02bfa3213328d4b, 'tag', ['Rd k1, Areg', 'Rd k755, Breg', 'Add Areg, Breg, Creg', 'St Creg, k755' ] 
jid_a002bd37a510e338057f7698385eb78a, 'tag', ['Rd k1, Areg', 'Rd k756, Breg', 'Add Areg, Breg, Creg', 'St Creg, k756' ] 
jid_f214e87432e86424389ee71b9dac4aa5, 'tag', ['Rd k1, Areg', 'Rd k757, Breg', 'Add Areg, Breg, Creg', 'St Creg, k757' ] 
jid_8e482edb11f7395beba5cf1914814334, 'tag', ['Rd k1, Areg', 'Rd k758, Breg', 'Add Areg, Breg, Creg', 'St Creg, k758' ] 
jid_70ad72a142e6fa0366f86dc637cbf3dc, 'tag', ['Rd k1, Areg', 'Rd k759, Breg', 'Add Areg, Breg, Creg', 'St Creg, k759' ] 
jid_8fc3aa694907dca85ad6d3ff42ae7e88, 'tag', ['Rd k1, Areg', 'Rd k760, Breg', 'Add Areg, Breg, Creg', 'St Creg, k760' ] 
jid_dc815a1f602788e79d9e5dbcc15b05fc, 'tag', ['Rd k1, Areg', 'Rd k761, Breg', 'Add Areg, Breg, Creg', 'St Creg, k761' ] 
jid_d102b3bf15b40bf50032aa467d130fd3, 'tag', ['Rd k1, Areg', 'Rd k762, Breg', 'Add Areg, Breg, Creg', 'St Creg, k762' ] 
jid_0cd7a28ed2d5131dea7fdbc1d626a89f, 'tag', ['Rd k1, Areg', 'Rd k763, Breg', 'Add Areg, Breg, Creg', 'St Creg, k763' ] 
jid_c624dfdc6d02ada21c2a680b84f39331, 'tag', ['Rd k1, Areg', 'Rd k764, Breg', 'Add Areg, Breg, Creg', 'St Creg, k764' ] 
jid_9947c7f0524965d901fb6f43b1274695, 'tag', ['Rd k1, Areg', 'Rd k765, Breg', 'Add Areg, Breg, Creg', 'St Creg, k765' ] 
jid_2545a96da24e226812b6823029a7739d, 'tag', ['Rd k1, Areg', 'Rd k766, Breg', 'Add Areg, Breg, Creg', 'St Creg, k766' ] 
jid_efeb128b34dc12ef24ac8d285dc67062, 'tag', ['Rd k1, Areg', 'Rd k767, Breg', 'Add Areg, Breg, Creg', 'St Creg, k767' ] 
jid_cfdaf45b930677948456fa1160e067cf, 'tag', ['Rd k1, Areg', 'Rd k768, Breg', 'Add Areg, Breg, Creg', 'St Creg, k768' ] 
jid_c94055c9c5559faf1d332a03519b9715, 'tag', ['Rd k1, Areg', 'Rd k769, Breg', 'Add Areg, Breg, Creg', 'St Creg, k769' ] 
jid_858d08fe3541c08e9b8f8cd422a1723b, 'tag', ['Rd k1, Areg', 'Rd k770, Breg', 'Add Areg, Breg, Creg', 'St Creg, k770' ] 
jid_af1fec3fcf09a7092ac864fba3e8ac21, 'tag', ['Rd k1, Areg', 'Rd k771, Breg', 'Add Areg, Breg, Creg', 'St Creg, k771' ] 
jid_26418802c0b8053ae9e76b069d21e597, 'tag', ['Rd k1, Areg', 'Rd k772, Breg', 'Add Areg, Breg, Creg', 'St Creg, k772' ] 
jid_1a7b15d8cddaae90328cd22438395ad6, 'tag', ['Rd k1, Areg', 'Rd k773, Breg', 'Add Areg, Breg, Creg', 'St Creg, k773' ] 
jid_7c97176f6bae2e79085aa8d70cc38f65, 'tag', ['Rd k1, Areg', 'Rd k774, Breg', 'Add Areg, Breg, Creg', 'St Creg, k774' ] 
jid_c5427dde5e3d5dc850884747228a723c, 'tag', ['Rd k1, Areg', 'Rd k775, Breg', 'Add Areg, Breg, Creg', 'St Creg, k775' ] 
jid_7c26b5a0564bbdeae23a11645d75dd52, 'tag', ['Rd k1, Areg', 'Rd k776, Breg', 'Add Areg, Breg, Creg', 'St Creg, k776' ] 
jid_a4e75609afe6f1e7eea6d21a14e2f2a6, 'tag', ['Rd k1, Areg', 'Rd k777, Breg', 'Add Areg, Breg, Creg', 'St Creg, k777' ] 
jid_99f37a9889067f04d2d9fbc67ca448f0, 'tag', ['Rd k1, Areg', 'Rd k778, Breg', 'Add Areg, Breg, Creg', 'St Creg, k778' ] 
jid_2a1a03241acf52ea4a7f63b9023b4827, 'tag', ['Rd k1, Areg', 'Rd k779, Breg', 'Add Areg, Breg, Creg', 'St Creg, k779' ] 
jid_85d63ba436b8429eefe1b2cbe677920e, 'tag', ['Rd k1, Areg', 'Rd k780, Breg', 'Add Areg, Breg, Creg', 'St Creg, k780' ] 
jid_80b4b5e1f812f12e736c1d2876933f1c, 'tag', ['Rd k1, Areg', 'Rd k781, Breg', 'Add Areg, Breg, Creg', 'St Creg, k781' ] 
jid_d1cf7cb3cf2546a6b6b8cad821cf5749, 'tag', ['Rd k1, Areg', 'Rd k782, Breg', 'Add Areg, Breg, Creg', 'St Creg, k782' ] 
jid_6eb99abfe54aa59a82de2701136b180a, 'tag', ['Rd k1, Areg', 'Rd k783, Breg', 'Add Areg, Breg, Creg', 'St Creg, k783' ] 
jid_61a164366ecfdde874971cc5d81b3b16, 'tag', ['Rd k1, Areg', 'Rd k784, Breg', 'Add Areg, Breg, Creg', 'St Creg, k784' ] 
jid_461ffed7e68253e998dc0082246d4694, 'tag', ['Rd k1, Areg', 'Rd k785, Breg', 'Add Areg, Breg, Creg', 'St Creg, k785' ] 
jid_f984ac3dc3f5797a00c8949d864b4d0f, 'tag', ['Rd k1, Areg', 'Rd k786, Breg', 'Add Areg, Breg, Creg', 'St Creg, k786' ] 
jid_03b01f163043db28947206e1e212f8e1, 'tag', ['Rd k1, Areg', 'Rd k787, Breg', 'Add Areg, Breg, Creg', 'St Creg, k787' ] 
jid_7337b34ccdeb0a350a86528e8c4ead4d, 'tag', ['Rd k1, Areg', 'Rd k788, Breg', 'Add Areg, Breg, Creg', 'St Creg, k788' ] 
jid_aa3f5bb8c988fa9b75a1cdb1dc4d93fc, 'tag', ['Rd k1, Areg', 'Rd k789, Breg', 'Add Areg, Breg, Creg', 'St Creg, k789' ] 
jid_5a728dabfd4d051270bb89b051c70db6, 'tag', ['Rd k1, Areg', 'Rd k790, Breg', 'Add Areg, Breg, Creg', 'St Creg, k790' ] 
jid_48b1dcbeaeb4ea6810eea68efa6197aa, 'tag', ['Rd k1, Areg', 'Rd k791, Breg', 'Add Areg, Breg, Creg', 'St Creg, k791' ] 
jid_63b43d5da9ca0528f84fd95e6efc7cd9, 'tag', ['Rd k1, Areg', 'Rd k792, Breg', 'Add Areg, Breg, Creg', 'St Creg, k792' ] 
jid_b4b4662d4700f707bd532fa82de73e7d, 'tag', ['Rd k1, Areg', 'Rd k793, Breg', 'Add Areg, Breg, Creg', 'St Creg, k793' ] 
jid_338de42461b25794062e38bf201bdddb, 'tag', ['Rd k1, Areg', 'Rd k794, Breg', 'Add Areg, Breg, Creg', 'St Creg, k794' ] 
jid_e48676e57d6a47bab4273bc0048712c9, 'tag', ['Rd k1, Areg', 'Rd k795, Breg', 'Add Areg, Breg, Creg', 'St Creg, k795' ] 
jid_9b01f035ff8ff9c5fab8c30e8250b7d0, 'tag', ['Rd k1, Areg', 'Rd k796, Breg', 'Add Areg, Breg, Creg', 'St Creg, k796' ] 
jid_349ff80695f5094f7d9f1061044373f6, 'tag', ['Rd k1, Areg', 'Rd k797, Breg', 'Add Areg, Breg, Creg', 'St Creg, k797' ] 
jid_63b8a03367a004f0c64b32044ed843da, 'tag', ['Rd k1, Areg', 'Rd k798, Breg', 'Add Areg, Breg, Creg', 'St Creg, k798' ] 
jid_377d1dd8350eb9118d7437bdb1b32b1f, 'tag', ['Rd k1, Areg', 'Rd k799, Breg', 'Add Areg, Breg, Creg', 'St Creg, k799' ] 
jid_281133fe04b91f08d4056677ebfd859a, 'tag', ['Rd k1, Areg', 'Rd k800, Breg', 'Add Areg, Breg, Creg', 'St Creg, k800' ] 
jid_18310c99bd2aec3f6e172b9233a4a7a1, 'tag', ['Rd k1, Areg', 'Rd k801, Breg', 'Add Areg, Breg, Creg', 'St Creg, k801' ] 
jid_db41979dad076d704b2f1a0b0a9b5277, 'tag', ['Rd k1, Areg', 'Rd k802, Breg', 'Add Areg, Breg, Creg', 'St Creg, k802' ] 
jid_6e8d47ea0f789a49b0d6f237aed37874, 'tag', ['Rd k1, Areg', 'Rd k803, Breg', 'Add Areg, Breg, Creg', 'St Creg, k803' ] 
jid_8f39c375e37f844f665d1043bf59d70c, 'tag', ['Rd k1, Areg', 'Rd k804, Breg', 'Add Areg, Breg, Creg', 'St Creg, k804' ] 
jid_04e2803d5164b46c205f5b9dffbca948, 'tag', ['Rd k1, Areg', 'Rd k805, Breg', 'Add Areg, Breg, Creg', 'St Creg, k805' ] 
jid_c119bcc0f6e61d998c84c1c3b447ba3c, 'tag', ['Rd k1, Areg', 'Rd k806, Breg', 'Add Areg, Breg, Creg', 'St Creg, k806' ] 
jid_b4919afdaa8d01cf0054ab2bed021134, 'tag', ['Rd k1, Areg', 'Rd k807, Breg', 'Add Areg, Breg, Creg', 'St Creg, k807' ] 
jid_16284060d82a837146f1c50e7c16afc3, 'tag', ['Rd k1, Areg', 'Rd k808, Breg', 'Add Areg, Breg, Creg', 'St Creg, k808' ] 
jid_65fa4dc93b46ff1c9c71d596f1fb0234, 'tag', ['Rd k1, Areg', 'Rd k809, Breg', 'Add Areg, Breg, Creg', 'St Creg, k809' ] 
jid_47ddf4b342e52e2a8ddc59aa6360f830, 'tag', ['Rd k1, Areg', 'Rd k810, Breg', 'Add Areg, Breg, Creg', 'St Creg, k810' ] 
jid_1b279eff33431a85062b73eedae9f433, 'tag', ['Rd k1, Areg', 'Rd k811, Breg', 'Add Areg, Breg, Creg', 'St Creg, k811' ] 
jid_8831e52028def92caf64393b202f447f, 'tag', ['Rd k1, Areg', 'Rd k812, Breg', 'Add Areg, Breg, Creg', 'St Creg, k812' ] 
jid_a0829255eb4637bd1ea1729acb9b2855, 'tag', ['Rd k1, Areg', 'Rd k813, Breg', 'Add Areg, Breg, Creg', 'St Creg, k813' ] 
jid_270d2c628aef450dc15705693a5959a8, 'tag', ['Rd k1, Areg', 'Rd k814, Breg', 'Add Areg, Breg, Creg', 'St Creg, k814' ] 
jid_7bf2eb80403057f5e1574a604cdbb7a7, 'tag', ['Rd k1, Areg', 'Rd k815, Breg', 'Add Areg, Breg, Creg', 'St Creg, k815' ] 
jid_570f2741cce8d02728c4aae10c8ad5ba, 'tag', ['Rd k1, Areg', 'Rd k816, Breg', 'Add Areg, Breg, Creg', 'St Creg, k816' ] 
jid_e32013b4cc4f898c7bde5f4f5eaec59c, 'tag', ['Rd k1, Areg', 'Rd k817, Breg', 'Add Areg, Breg, Creg', 'St Creg, k817' ] 
jid_46bd704da72132b33cf70a7db45fa423, 'tag', ['Rd k1, Areg', 'Rd k818, Breg', 'Add Areg, Breg, Creg', 'St Creg, k818' ] 
jid_01ff428c60a9a9ef21a9ba88c6853999, 'tag', ['Rd k1, Areg', 'Rd k819, Breg', 'Add Areg, Breg, Creg', 'St Creg, k819' ] 
jid_95f378603a9d5b8c158a2e627ae09abd, 'tag', ['Rd k1, Areg', 'Rd k820, Breg', 'Add Areg, Breg, Creg', 'St Creg, k820' ] 
jid_6c9fc1044ad7e4543c132867aa3ca19c, 'tag', ['Rd k1, Areg', 'Rd k821, Breg', 'Add Areg, Breg, Creg', 'St Creg, k821' ] 
jid_91e14946570aa03a8def44b9eec71a4e, 'tag', ['Rd k1, Areg', 'Rd k822, Breg', 'Add Areg, Breg, Creg', 'St Creg, k822' ] 
jid_5b7511e45756133ddb8b83b33db61878, 'tag', ['Rd k1, Areg', 'Rd k823, Breg', 'Add Areg, Breg, Creg', 'St Creg, k823' ] 
jid_1f384dcbe03aab81d6e655d73390389e, 'tag', ['Rd k1, Areg', 'Rd k824, Breg', 'Add Areg, Breg, Creg', 'St Creg, k824' ] 
jid_7face0c2b6b2300ce8e323f2d217c504, 'tag', ['Rd k1, Areg', 'Rd k825, Breg', 'Add Areg, Breg, Creg', 'St Creg, k825' ] 
jid_0ab969a3333342837484ec0f81bf1e03, 'tag', ['Rd k1, Areg', 'Rd k826, Breg', 'Add Areg, Breg, Creg', 'St Creg, k826' ] 
jid_b8bf5add56bb8fe6cbe4baf429a90c49, 'tag', ['Rd k1, Areg', 'Rd k827, Breg', 'Add Areg, Breg, Creg', 'St Creg, k827' ] 
jid_9e0c9fbe684c115ea5223e35e3c4c6be, 'tag', ['Rd k1, Areg', 'Rd k828, Breg', 'Add Areg, Breg, Creg', 'St Creg, k828' ] 
jid_2b753836388fcc96501d5dd680bd15e7, 'tag', ['Rd k1, Areg', 'Rd k829, Breg', 'Add Areg, Breg, Creg', 'St Creg, k829' ] 
jid_614039b262a6a014d8bfbed2758e5580, 'tag', ['Rd k1, Areg', 'Rd k830, Breg', 'Add Areg, Breg, Creg', 'St Creg, k830' ] 
jid_294f18a99d8d6fc8f5b00a174a2f3a0f, 'tag', ['Rd k1, Areg', 'Rd k831, Breg', 'Add Areg, Breg, Creg', 'St Creg, k831' ] 
jid_cebc6ac11cbe1913498c8b3518f2de76, 'tag', ['Rd k1, Areg', 'Rd k832, Breg', 'Add Areg, Breg, Creg', 'St Creg, k832' ] 
